Description,Category
British Airways,Travel - International
Balearia,Travel - International
St Barnabas Hospic,Charitable and Political Donations: St Barnabas Hospic
Balearia,Travel - International
Lorenwoka,Charitable and Political Donations: Lorenwoka
Divan Base Direct,Shopping
Argos,Shopping
PEAGE AUTOROUTE ASF-VEDENE CEDEX,Travel - International
Autoroutes,Travel - International
Apple,Shopping
Manuka Wholefoods,Shopping
Autoroutes,Travel - International
Gs Equestrian,Horses
E.S. VALTIERRA MARGEN IZQ-VALTIERRA,Travel - International
Justanswer.Co.Uk,Subscriptions
Apple,Shopping
Hmshost Eurotunnel,Travel - International
Ivahok,Charitable and Political Donations: Ivahok
Hmshost Eurotunnel,Travel - International
"Sophie Wake, Lamp Shade",Art
Westpoint Group Tr,Shopping
JUNIPER Arundel,Food / Groceries
West Cornwall Pasty Co,Food / Groceries
Cash.Completesave.Co.Uk,Fraudulent activity - Suspense
British Airways,Travel - International
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
FARMACIA - Spain,Personal care/ Cosmetic
shell,Travel - International
Hotels,Travel - International
Atlandes,Travel - International
Reach out for,Charitable and Political Donations: Reach
Spotlight Oral Care,Personal care/ Cosmetic
Apple,Shopping
Grub Club Pets,Animal care / Pet expenses
JUNIPER Arundel,Food / Groceries
Commission Fee,Bank Fees
Restaurants,Entertainment
Janaa,Charitable and Political Donations: Janaa
Autoroutes,Travel - International
Co-op Group,Food / Groceries
Battersea Dogs,Charitable and Political Donations: Battersea Dogs
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Cowdra Farm Shop,Food / Groceries
British Airways,Travel - International
DVLA,Motor Vehicle Expenses
Atlandes,Travel - International
Commission Fee,Bank Fees
Helpanimals,Charitable and Political Donations: Helpanimals
Sky Mobile,Telephone & Internet
Raco Verd,Entertainment
Sanef Autoroute,Travel - International
Commission Fee,Bank Fees
Nautica Santa Eulalia S.L.,Boat rental
Groceries,Food / Groceries
Restaurants,Entertainment
MERCK & CO INC,Coupon Credits from JB
Ifaw.org,Charitable and Political Donations: Ifaw.org
Nautica Santa Eulalia S.L.,Boat rental
Commission Fee,Bank Fees
Unknown,Cash ATM Transactions
Help.For.Stray,Charitable and Political Donations: Help.for stray
Sam Debuse,Samuel Debuse
MERCADONA CAN BURGOS-SAN JOSE,Food / Groceries
FEDEX CORP,Coupon Credits from JB
Helpanimals,Charitable and Political Donations: Helpanimals
Commission Fee,Bank Fees
Debans,Charitable & Political Donations: DEBANS
Uk For Unhcr,Charitable and Political Donations: UK for Unhcr
Amazon,Shopping
EROSKI CENTER-SANT JOSEP DE,Food / Groceries
savic,Charitable and Political Donations: Savic
Vesna Dragojlov,Charitable and Political Donations: Vesna
Helpanimals,Charitable and Political Donations: Helpanimals
Bank Transfer from Julius Baer GBP 40201 to Virgin Money - Joint - R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 to Virgin Money - Joint - R&A,JB - GBP 40201 - Adela
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
Sandrazecev So,Personal care/ Cosmetic
maja.trajkovic,Charitable and Political Donations
RSPB,Charitable and Political Donations: RSPB
Outfox The Market,"Light, Power, Heating - UK"
ALTRIA GROUP INC,Coupon Credits from JB
Hope VMS Elaine's Dogs,Charitable and Political Donations: Hopeforanadone
Sarasa S/AP15 NAVARRA-PAMPLONA,Travel - International
Post - Cash Withdrawals,Unknown transactions
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
PREMIUM SELECTION,Coupon Credits from JB
Sarasa S/AP15 NAVARRA-PAMPLONA,Travel - International
Just Giving,Charitable and Political Donations
Purchase - INVESTMENTS,JB Investment account
Sarasa S/AP15 NAVARRA-PAMPLONA,Travel - International
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Helpanimals,Charitable and Political Donations: Helpanimals
REPAYMENT FIDUC.CALL,Deposit
MASSAGE IBIZA-STA GERTRUDIS,Personal care/ Cosmetic
Shopping,Shopping
Butternut Box,Animal care / Pet expenses
Animalweb,Charitable and Political Donations: Animalweb
Food / Groceries,Food / Groceries
helpforanimals,Charitable and Political Donations: helpforanimals
Personal care/ Cosmetic,Personal care/ Cosmetic
Islandog Petshop,Animal care / Pet expenses
Shopping,Shopping
Optica,Property Expenses - Spain
OFICOPY- CALA VADELLA,Unknown transactions
FUENTE JARA S.L.,Property Expenses - Spain
Helpanimals,Charitable and Political Donations: Helpanimals
Shopping,Shopping
Hotels,Travel - International
Debans,Charitable & Political Donations: DEBANS
RSPCA,Charitable and Political Donations: RSPCA
Restaurants,Entertainment
Commission Fee,Bank Fees
Ginafeay,Charitable and Political Donations
Restaurants,Entertainment
Unknown,Bank Fees
Shopping,Property Expenses - Spain
Shopping,Shopping
League Against,Charitable and Political Donations: League Against
Four paws UK,Charitable and Political Donations: Four paws UK
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
Parking,Travel - International
Oscars Place,Food / Groceries
Change.org,Charitable and Political Donations: Change.org
Clic Sgent Dd&So,Charitable and Political Donations: CLIC Sargent Cancer Care
CASA LINDA-SANT JOSEP DE,Entertainment
PARKING ES PRATET,Motor Vehicle Expenses
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
Shopping,Shopping
Ecotanptylt,Shopping
GLOW LAB IBIZA,Personal care/ Cosmetic
wwf lottery,Charitable and Political Donations
Lynnm,Charitable and Political Donations: Lynnm
Www.Ciwf.Org,Charitable and Political Donations: Ciwf International
Change.org,Charitable and Political Donations: Change.org
Restaurants,Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Steve Lewis,Steve Lewis
Unknown,Cash ATM Transactions
samirfuljacan,Charitable and Political Donations
savic,Charitable and Political Donations: Savic
Int Rescue Committ,Charitable and Political Donations: Rescue
Vesna Dragojlov,Charitable and Political Donations: Vesna
Four paws UK,Charitable and Political Donations: Four paws UK
Federico Recayte Jara,Property Expenses - Spain
Shopping,Shopping
mirelahusic,Charitable and Political Donations
ALGEBRIS UCITS FUNDS PLC,Coupon Credits from JB
TOYOTA MOTOR,Coupon Credits from JB
Groceries,Food / Groceries
interest,Interest Income
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Shopping,Shopping
FARMACIA - Spain,Personal care/ Cosmetic
Dogs Trust,Charitable and Political Donations: Dogs Trust
Caprice Cafe Et Delice,Food / Groceries
Helpanimals 19,Charitable and Political Donations: Helpanimals
FARMACIA - Spain,Personal care/ Cosmetic
Help.For.Stray,Charitable and Political Donations: Help.for stray
THERMO FISHER SCIENTIFIC INC,Coupon Credits from JB
Linkcare Ltd,UK Property / Farm Expenses - LFH Main Home
Ifaw.org,Charitable and Political Donations: Ifaw.org
bank charge,Bank Fees
KJ Voase & Son,UK Property / Farm Expenses - LFH Main Home
Help.For.Stray,Charitable and Political Donations: Help.for stray
Restaurante Coyote,Entertainment
Hermanos Ramon san Jose Sant,Property Expenses - Spain
Restaurants,Entertainment
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Animals Australia,Charitable and Political Donations: Animals Australia
MSF - Doctors Without Borders,Charitable and Political Donations: Médecins Sans Frontières / Doctors Without Borders (MSF)
Emily Bentley,UK Property / Farm Expenses - LFH Main Home
Apple,Shopping
Bank Transfer from Julius Baer USD 33303 - Adela to Julius Baer GBP 40203 - Adela,JB - GBP 40203 - Adela
Bank Transfer from Julius Baer USD 33303 - Adela to Julius Baer GBP 40203 - Adela,JB - USD 2122.333.03 - Adela
Cedipsa,Travel - International
Global-E* Reformation,Shopping
Mundo Verde Ibiza,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Rokvicgordana,Rokvicgordana
bank charge,Bank Fees
FARMACIA - Spain,Personal care/ Cosmetic
HMRC,HMRC Tax
Vesna Dragojlov,Charitable and Political Donations: Vesna
BIDEGI A8/A1 GIPUZKOA-DONOSTIA-SAN,Unknown transactions
Restaurants,Entertainment
Biorganic,Shopping
Decathlon,Shopping
Veterinary Services,Animal care / Pet expenses
World Horse Welfare,Charitable and Political Donations
Myma Inc,Myma Inc US start up
poliivana,Poliivana
REPAYMENT FIDUC.CALL,Deposit
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,Sabadell A/C - EUR
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,JB - EUR 81401 - Adela
Lynnm,Charitable and Political Donations: Lynnm
Veterinary Services,Animal care / Pet expenses
DEUTSCHE BOERSE,Investments
Lynnm,Charitable and Political Donations: Lynnm
Unknown,Unknown transactions
Wires Wires,Shopping
INTUIT INC,Coupon Credits from JB
Restaurants,Entertainment
Property Expenses SPAIN,Property Expenses - Spain
Debenhams,Shopping
Groceries,Food / Groceries
Grub Club Pets,Animal care / Pet expenses
Can Riku,Entertainment
Forked Up,Food / Groceries
Forked Up,Food / Groceries
Forked Up,Food / Groceries
Restaurants,Entertainment
Steve Lewis,Steve Lewis
Can Curune Supermercat,Food / Groceries
Anthropologie.Com,Shopping
COMESTIBLES PETIT SANT,Food / Groceries
Sam Debuse,Samuel Debuse
PHOENIX DETAILING,BMW Car - Motor vehicles
Animalweb,Charitable and Political Donations: Animalweb
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Bioexpress,Personal care/ Cosmetic
Georgia Hardinge,Shopping
Safe Haven For Donkeys,Charitable and Political Donations
Dementia Australia,Charitable and Political Donations
Restaurants,Entertainment
E.S. San Juan,Food / Groceries
Cedipsa,Travel - International
The Standard Ibiza Hotel,Travel - International
Fmb construction,Fmb Construction
Shopping,Shopping
Sp Symprove Uk,Personal care/ Cosmetic
Revolve UK,Shopping
asdzxx123asdm,Charitable & Political Donations: asdzxx123asdm
REPAYMENT FIDUC.CALL,Deposit
Unknown,Cash ATM Transactions
Amazon,Shopping
The Puddleduck Nursery,Childcare - Nursery/Schools (grandchildren)
Restaurants,Entertainment
Unknown,Unknown transactions
PARKING ES PRATET,Motor Vehicle Expenses
Reach out for,Charitable and Political Donations: Reach
Bank Transfer from Julius Baer USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB $ TopCard credit 063 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB - USD 2120.333.01 - Adela
Unknown,Unknown transactions
BANK OF AMERICA CORP,Coupon Credits from JB
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
FARMACIA - Spain,Personal care/ Cosmetic
Sky Mobile,Telephone & Internet
Shopping,Shopping
Super Sar 14 San Jose,Unknown transactions
Property Expenses SPAIN,Property Expenses - Spain
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Unity Communications Ltd,Subscriptions
Islandog Petshop,Animal care / Pet expenses
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Lucie,Personal care/ Cosmetic
Compassion,Charitable and Political Donations: Compassion
Lynnm,Charitable and Political Donations: Lynnm
Raco Verd,Entertainment
Unknown,Unknown transactions
Apple,Shopping
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
Hermanos Ramon san Jose Sant,Property Expenses - Spain
Phoenix Aviation,Entertainment
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
Helpanimals 19,Charitable and Political Donations: Helpanimals
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Granola Cafereria,Food / Groceries
Peta Donations,Charitable and Political Donations: Peta Donations
PSDA,Charitable and Political Donations
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Lucie,Personal care/ Cosmetic
FARMACIA - Spain,Personal care/ Cosmetic
Wateraid,Charitable and Political Donations: Wateraid
PHOENIX DETAILING,BMW Car - Motor vehicles
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Restaurants,Entertainment
CISCO SYSTEMS INC,Coupon Credits from JB
Caprice Cafe Et Delice,Food / Groceries
Restaurants,Entertainment
Islandog Petshop,Animal care / Pet expenses
Groceries,Food / Groceries
Islandog Petshop,Animal care / Pet expenses
SPRITZERIA BEACH,Entertainment
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Amazon,Shopping
Federico Recayte Jara,Property Expenses - Spain
Apple,Shopping
Edina Pasic Rescue,Charitable and Political Donations: Edina Pasic Rescue
AZULEIVI-EIVISSA,Travel - International
Restaurants,Entertainment
Apple,Shopping
Unknown,Unknown transactions
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Mojcab,Travel - International
ORACLE CORP,Coupon Credits from JB
Help.For.Stray,Charitable and Political Donations: Help.for stray
Ivahok,Charitable and Political Donations: Ivahok
Commission Fee,Bank Fees
REPAYMENT FIDUC.CALL,Deposit
Restaurants,Entertainment
Lynnm,Charitable and Political Donations: Lynnm
Groceries,Food / Groceries
MUFID MEMIJA,Charitable and Political Donations
bank charge,Bank Fees
PARKING ES PRATET,Motor Vehicle Expenses
HAMACAS FORMENTERA SANTA GERTRUDES,Travel - International
Restaurants,Entertainment
RSPCA,Charitable and Political Donations: RSPCA
Certas Energy,"Light, Power, Heating - UK"
DANAHER CORP,Coupon Credits from JB
Veterinary Services,Animal care / Pet expenses
Eurotunnel - Le Shuttle,Travel - International
Restaurants,Entertainment
Personal Care/Cosmetics,Personal care/ Cosmetic
Restaurants,Entertainment
REPAYMENT FIDUC.CALL,Deposit
Spain Furniture,Property Expenses - Spain
Federico Recayte Jara,Property Expenses - Spain
Personal Care/Cosmetics,Personal care/ Cosmetic
Nfu Mutual Ins-Bc,Insurance
SWEET KISS EIVISSA,Food / Groceries
Restaurants,Entertainment
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer EUR 81401 - Adela,JB - EUR 81401 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer EUR 81401 - Adela,JB - USD 2120.333.01 - Adela
JUSTYNA DIENNET - Loan to friends,Loan to Friends
FARMACIA - Spain,Personal care/ Cosmetic
Debenhams,Shopping
Decathlon,Shopping
Commission Fee,Bank Fees
Veterinary Services,Animal care / Pet expenses
Zara,Shopping
Restaurants,Entertainment
Nfu Mutual Ins-Bc,Insurance
Sarapinkink,Personal care/ Cosmetic
PARKING ES PRATET,Motor Vehicle Expenses
Lynnm,Charitable and Political Donations: Lynnm
EVA DOWNEY,Eva Downey
Shopping,Shopping
Neraremzija,Charitable and Political Donations: Neraremzija
Spotify,Subscriptions
Tbubanja,Charitable and Political Donations
Direct Ferries - Directf* Dfp,Entertainment
Change.org,Charitable and Political Donations: Change.org
Apple,Shopping
Soi Dog Foundation,Charitable and Political Donations: Soi Dog Foundation
Hotels,Travel - International
Balearia,Travel - International
FARMACIA - Spain,Personal care/ Cosmetic
Autoroutes,Travel - International
Autoroutes,Travel - International
Restaurants,Entertainment
Hotels,Travel - International
SERVICIO Service Stations,Travel - International
Burutain,Travel - International
Sam Debuse,Samuel Debuse
Direct Ferries - Directf* Dfp,Entertainment
Autoroutes,Travel - International
Marcillat N/Ap15 Navar,Travel - International
Esso,Travel - International
38 Degrees,Charitable and Political Donations: 38 Degrees
Trav Card ATM,Cash ATM Transactions
Sas Perle Du Desert,Shopping
Trav Card ATM,Cash ATM Transactions
Business insurance policied Sabadell,Insurance
BMW Financial Services,BMW Car - Motor vehicles
Unknown,Unknown transactions
Unknown,Unknown transactions
"Post, Card 26",Cash ATM Transactions
shell,Travel - International
HEALTH CORP,Coupon Credits from JB
Amazon,Shopping
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Atlandes,Travel - International
World Horse Welfare,Charitable and Political Donations: World Horse
interest,Interest Paid
ISHARES III PLC,Coupon Credits from JB
Unknown,Unknown transactions
Esso,Travel - International
Tiebas N/Ap15 Navarra,Travel - International
"Post, Card 26",Cash ATM Transactions
